Metric,Category,Company,Quarter,Value,Quarter_Order,FY,Q
RoE,PSU BANK,SBIN,Q1-FY25,0.2098,0,FY25,Q1
RoE,PSU BANK,SBIN,Q2-FY25,0.2178,1,FY25,Q2
RoE,PSU BANK,SBIN,Q3-FY25,0.2146,2,FY25,Q3
RoE,PSU BANK,SBIN,Q4-FY25,0.1987,3,FY25,Q4
RoE,PSU BANK,SBIN,Q1-FY26,0.197,4,FY26,Q1
RoE,PSU BANK,SBIN,Q2-FY26,0.2021,5,FY26,Q2
RoE,PSU BANK,SBIN,Q3-FY26,0.2068,6,FY26,Q3
Yields,PSU BANK,SBIN,Q1-FY25,0.072,0,FY25,Q1
Yields,PSU BANK,SBIN,Q2-FY25,0.0893,1,FY25,Q2
Yields,PSU BANK,SBIN,Q3-FY25,0.0894,2,FY25,Q3
Yields,PSU BANK,SBIN,Q4-FY25,0.0898,3,FY25,Q4
Yields,PSU BANK,SBIN,Q1-FY26,0.0878,4,FY26,Q1
Yields,PSU BANK,SBIN,Q2-FY26,0.0868,5,FY26,Q2
Yields,PSU BANK,SBIN,Q3-FY26,0.0704,6,FY26,Q3
Advances (INR Crs),PSU BANK,UNIONBANK,Q1-FY25,912214.0,0,FY25,Q1
Advances (INR Crs),PSU BANK,UNIONBANK,Q2-FY25,928800.0,1,FY25,Q2
Advances (INR Crs),PSU BANK,UNIONBANK,Q3-FY25,949164.0,2,FY25,Q3
Advances (INR Crs),PSU BANK,UNIONBANK,Q4-FY25,982894.0,3,FY25,Q4
Advances (INR Crs),PSU BANK,UNIONBANK,Q1-FY26,974489.0,4,FY26,Q1
Advances (INR Crs),PSU BANK,UNIONBANK,Q2-FY26,975100.0,5,FY26,Q2
Advances (INR Crs),PSU BANK,UNIONBANK,Q3-FY26,1016805.0,6,FY26,Q3
CAR,PSU BANK,UNIONBANK,Q1-FY25,0.183,0,FY25,Q1
CAR,PSU BANK,UNIONBANK,Q2-FY25,0.1713,1,FY25,Q2
CAR,PSU BANK,UNIONBANK,Q3-FY25,0.1671,2,FY25,Q3
CAR,PSU BANK,UNIONBANK,Q4-FY25,0.1802,3,FY25,Q4
CAR,PSU BANK,UNIONBANK,Q1-FY26,0.183,4,FY26,Q1
CAR,PSU BANK,UNIONBANK,Q2-FY26,0.1707,5,FY26,Q2
CAR,PSU BANK,UNIONBANK,Q3-FY26,0.1649,6,FY26,Q3
CASA,PSU BANK,UNIONBANK,Q1-FY25,0.334,0,FY25,Q1
CASA,PSU BANK,UNIONBANK,Q2-FY25,0.3272,1,FY25,Q2
CASA,PSU BANK,UNIONBANK,Q3-FY25,0.3343,2,FY25,Q3
CASA,PSU BANK,UNIONBANK,Q4-FY25,0.3352,3,FY25,Q4
CASA,PSU BANK,UNIONBANK,Q1-FY26,0.3252,4,FY26,Q1
CASA,PSU BANK,UNIONBANK,Q2-FY26,0.3256,5,FY26,Q2
CASA,PSU BANK,UNIONBANK,Q3-FY26,0.3396,6,FY26,Q3
CoFs,PSU BANK,UNIONBANK,Q1-FY25,0.0489,0,FY25,Q1
CoFs,PSU BANK,UNIONBANK,Q2-FY25,0.0504,1,FY25,Q2
CoFs,PSU BANK,UNIONBANK,Q3-FY25,0.0489,2,FY25,Q3
CoFs,PSU BANK,UNIONBANK,Q4-FY25,0.048,3,FY25,Q4
CoFs,PSU BANK,UNIONBANK,Q1-FY26,0.0479,4,FY26,Q1
CoFs,PSU BANK,UNIONBANK,Q2-FY26,0.0474,5,FY26,Q2
CoFs,PSU BANK,UNIONBANK,Q3-FY26,0.046,6,FY26,Q3
Cost to Income,PSU BANK,UNIONBANK,Q1-FY25,0.4407729329789526,0,FY25,Q1
Cost to Income,PSU BANK,UNIONBANK,Q2-FY25,0.4356,1,FY25,Q2
Cost to Income,PSU BANK,UNIONBANK,Q3-FY25,0.4514,2,FY25,Q3
Cost to Income,PSU BANK,UNIONBANK,Q4-FY25,0.489,3,FY25,Q4
Cost to Income,PSU BANK,UNIONBANK,Q1-FY26,0.4919,4,FY26,Q1
Cost to Income,PSU BANK,UNIONBANK,Q2-FY26,0.5065,5,FY26,Q2
Cost to Income,PSU BANK,UNIONBANK,Q3-FY26,0.4995,6,FY26,Q3
Credit Cost,PSU BANK,UNIONBANK,Q1-FY25,0.0073,0,FY25,Q1
Credit Cost,PSU BANK,UNIONBANK,Q2-FY25,0.0109,1,FY25,Q2
Credit Cost,PSU BANK,UNIONBANK,Q3-FY25,0.0063,2,FY25,Q3
Credit Cost,PSU BANK,UNIONBANK,Q4-FY25,0.0069,3,FY25,Q4
Credit Cost,PSU BANK,UNIONBANK,Q1-FY26,0.0047,4,FY26,Q1
Credit Cost,PSU BANK,UNIONBANK,Q2-FY26,0.0022,5,FY26,Q2
Credit Cost,PSU BANK,UNIONBANK,Q3-FY26,0.0009,6,FY26,Q3
Deposits (INR Crs),PSU BANK,UNIONBANK,Q1-FY25,1196548.0,0,FY25,Q1
Deposits (INR Crs),PSU BANK,UNIONBANK,Q2-FY25,1211600.0,1,FY25,Q2
Deposits (INR Crs),PSU BANK,UNIONBANK,Q3-FY25,1182622.0,2,FY25,Q3
Deposits (INR Crs),PSU BANK,UNIONBANK,Q4-FY25,1272247.0,3,FY25,Q4
Deposits (INR Crs),PSU BANK,UNIONBANK,Q1-FY26,1239933.0,4,FY26,Q1
Deposits (INR Crs),PSU BANK,UNIONBANK,Q2-FY26,1234600.0,5,FY26,Q2
Deposits (INR Crs),PSU BANK,UNIONBANK,Q3-FY26,1222856.0,6,FY26,Q3
GNPA,PSU BANK,UNIONBANK,Q1-FY25,0.0454,0,FY25,Q1
GNPA,PSU BANK,UNIONBANK,Q2-FY25,0.0436,1,FY25,Q2
GNPA,PSU BANK,UNIONBANK,Q3-FY25,0.0385,2,FY25,Q3
GNPA,PSU BANK,UNIONBANK,Q4-FY25,0.036,3,FY25,Q4
GNPA,PSU BANK,UNIONBANK,Q1-FY26,0.0352,4,FY26,Q1
GNPA,PSU BANK,UNIONBANK,Q2-FY26,0.0329,5,FY26,Q2
GNPA,PSU BANK,UNIONBANK,Q3-FY26,0.0306,6,FY26,Q3
Leverage,PSU BANK,UNIONBANK,Q1-FY25,,0,FY25,Q1
Leverage,PSU BANK,UNIONBANK,Q2-FY25,,1,FY25,Q2
Leverage,PSU BANK,UNIONBANK,Q3-FY25,,2,FY25,Q3
Leverage,PSU BANK,UNIONBANK,Q4-FY25,,3,FY25,Q4
Leverage,PSU BANK,UNIONBANK,Q1-FY26,,4,FY26,Q1
Leverage,PSU BANK,UNIONBANK,Q2-FY26,,5,FY26,Q2
Leverage,PSU BANK,UNIONBANK,Q3-FY26,,6,FY26,Q3
NII,PSU BANK,UNIONBANK,Q1-FY25,9412.0,0,FY25,Q1
NII,PSU BANK,UNIONBANK,Q2-FY25,9047.0,1,FY25,Q2
NII,PSU BANK,UNIONBANK,Q3-FY25,9240.0,2,FY25,Q3
NII,PSU BANK,UNIONBANK,Q4-FY25,9514.0,3,FY25,Q4
NII,PSU BANK,UNIONBANK,Q1-FY26,9113.0,4,FY26,Q1
NII,PSU BANK,UNIONBANK,Q2-FY26,9328.0,5,FY26,Q2
NII,PSU BANK,UNIONBANK,Q3-FY26,9328.0,6,FY26,Q3
NIMs,PSU BANK,UNIONBANK,Q1-FY25,0.0305,0,FY25,Q1
NIMs,PSU BANK,UNIONBANK,Q2-FY25,0.029,1,FY25,Q2
NIMs,PSU BANK,UNIONBANK,Q3-FY25,0.0291,2,FY25,Q3
NIMs,PSU BANK,UNIONBANK,Q4-FY25,0.0287,3,FY25,Q4
NIMs,PSU BANK,UNIONBANK,Q1-FY26,0.0276,4,FY26,Q1
NIMs,PSU BANK,UNIONBANK,Q2-FY26,0.0267,5,FY26,Q2
NIMs,PSU BANK,UNIONBANK,Q3-FY26,0.0276,6,FY26,Q3
NNPA,PSU BANK,UNIONBANK,Q1-FY25,0.009,0,FY25,Q1
NNPA,PSU BANK,UNIONBANK,Q2-FY25,0.0098,1,FY25,Q2
NNPA,PSU BANK,UNIONBANK,Q3-FY25,0.0082,2,FY25,Q3
NNPA,PSU BANK,UNIONBANK,Q4-FY25,0.0063,3,FY25,Q4
NNPA,PSU BANK,UNIONBANK,Q1-FY26,0.0062,4,FY26,Q1
NNPA,PSU BANK,UNIONBANK,Q2-FY26,0.0055,5,FY26,Q2
NNPA,PSU BANK,UNIONBANK,Q3-FY26,0.0051,6,FY26,Q3
Opex to AUM,PSU BANK,UNIONBANK,Q1-FY25,,0,FY25,Q1
Opex to AUM,PSU BANK,UNIONBANK,Q2-FY25,,1,FY25,Q2
Opex to AUM,PSU BANK,UNIONBANK,Q3-FY25,,2,FY25,Q3
Opex to AUM,PSU BANK,UNIONBANK,Q4-FY25,,3,FY25,Q4
Opex to AUM,PSU BANK,UNIONBANK,Q1-FY26,,4,FY26,Q1
Opex to AUM,PSU BANK,UNIONBANK,Q2-FY26,,5,FY26,Q2
Opex to AUM,PSU BANK,UNIONBANK,Q3-FY26,,6,FY26,Q3
Other Income,PSU BANK,UNIONBANK,Q1-FY25,4509.0,0,FY25,Q1
Other Income,PSU BANK,UNIONBANK,Q2-FY25,5328.0,1,FY25,Q2
Other Income,PSU BANK,UNIONBANK,Q3-FY25,4417.0,2,FY25,Q3
Other Income,PSU BANK,UNIONBANK,Q4-FY25,5559.0,3,FY25,Q4
Other Income,PSU BANK,UNIONBANK,Q1-FY26,4486.0,4,FY26,Q1
Other Income,PSU BANK,UNIONBANK,Q2-FY26,4996.0,5,FY26,Q2
Other Income,PSU BANK,UNIONBANK,Q3-FY26,4541.0,6,FY26,Q3
PAT (INR Crs),PSU BANK,UNIONBANK,Q1-FY25,3679.0,0,FY25,Q1
PAT (INR Crs),PSU BANK,UNIONBANK,Q2-FY25,4720.0,1,FY25,Q2
PAT (INR Crs),PSU BANK,UNIONBANK,Q3-FY25,4604.0,2,FY25,Q3
PAT (INR Crs),PSU BANK,UNIONBANK,Q4-FY25,4985.0,3,FY25,Q4
PAT (INR Crs),PSU BANK,UNIONBANK,Q1-FY26,4116.0,4,FY26,Q1
PAT (INR Crs),PSU BANK,UNIONBANK,Q2-FY26,4249.0,5,FY26,Q2
PAT (INR Crs),PSU BANK,UNIONBANK,Q3-FY26,5017.0,6,FY26,Q3
PCR,PSU BANK,UNIONBANK,Q1-FY25,0.9349,0,FY25,Q1
PCR,PSU BANK,UNIONBANK,Q2-FY25,0.9279,1,FY25,Q2
PCR,PSU BANK,UNIONBANK,Q3-FY25,0.9342,2,FY25,Q3
PCR,PSU BANK,UNIONBANK,Q4-FY25,0.9461,3,FY25,Q4
PCR,PSU BANK,UNIONBANK,Q1-FY26,0.9465,4,FY26,Q1
PCR,PSU BANK,UNIONBANK,Q2-FY26,0.9513,5,FY26,Q2
PCR,PSU BANK,UNIONBANK,Q3-FY26,0.9513,6,FY26,Q3
RoA,PSU BANK,UNIONBANK,Q1-FY25,0.0106,0,FY25,Q1
RoA,PSU BANK,UNIONBANK,Q2-FY25,0.0135,1,FY25,Q2
RoA,PSU BANK,UNIONBANK,Q3-FY25,0.013,2,FY25,Q3
RoA,PSU BANK,UNIONBANK,Q4-FY25,0.0135,3,FY25,Q4
RoA,PSU BANK,UNIONBANK,Q1-FY26,0.0111,4,FY26,Q1
RoA,PSU BANK,UNIONBANK,Q2-FY26,0.0116,5,FY26,Q2
RoA,PSU BANK,UNIONBANK,Q3-FY26,0.0135,6,FY26,Q3
RoE,PSU BANK,UNIONBANK,Q1-FY25,0.157,0,FY25,Q1
RoE,PSU BANK,UNIONBANK,Q2-FY25,0.191,1,FY25,Q2
RoE,PSU BANK,UNIONBANK,Q3-FY25,0.1775,2,FY25,Q3
RoE,PSU BANK,UNIONBANK,Q4-FY25,0.1907,3,FY25,Q4
RoE,PSU BANK,UNIONBANK,Q1-FY26,0.1515,4,FY26,Q1
RoE,PSU BANK,UNIONBANK,Q2-FY26,0.1508,5,FY26,Q2
RoE,PSU BANK,UNIONBANK,Q3-FY26,0.1709,6,FY26,Q3
Yields,PSU BANK,UNIONBANK,Q1-FY25,0.076,0,FY25,Q1
Yields,PSU BANK,UNIONBANK,Q2-FY25,0.087,1,FY25,Q2
Yields,PSU BANK,UNIONBANK,Q3-FY25,0.0878,2,FY25,Q3
Yields,PSU BANK,UNIONBANK,Q4-FY25,0.0872,3,FY25,Q4
Yields,PSU BANK,UNIONBANK,Q1-FY26,0.085,4,FY26,Q1
Yields,PSU BANK,UNIONBANK,Q2-FY26,0.0834,5,FY26,Q2
Yields,PSU BANK,UNIONBANK,Q3-FY26,0.0827,6,FY26,Q3
